,score
97222,-3.0
97223,-1.0
97224,-2.0
97235,-6.0
97238,-2.0
97248,-1.0
97250,-5.0
97260,-1.0
97268,-1.0
97269,-5.0
97271,-2.0
97272,-3.0
97274,-4.0
97276,-2.0
97281,-2.0
97286,-1.0
97288,-2.0
97289,-2.0
97293,-2.0
97298,-3.0
97300,-1.0
97303,-2.0
97305,-6.0
97307,-2.0
97311,-1.0
97316,-1.0
97339,-7.0
97341,-2.0
97346,-2.0
97350,-1.0
97364,-3.0
97371,-1.0
97373,-1.0
97377,-1.0
97380,-3.0
97390,-3.0
97391,-5.0
97394,-2.0
97395,-3.0
97397,-3.0
97402,-4.0
97409,-6.0
97410,-2.0
97411,-4.0
97416,-6.0
97428,-5.0
97429,-6.0
97433,-6.0
97436,-5.0
97443,-3.0
97444,-2.0
97449,-2.0
97450,-6.0
97451,-2.0
97452,-2.0
97463,-4.0
97464,-6.0
97467,-2.0
97468,-2.0
97472,-1.0
97475,-1.0
97486,-2.0
97489,-1.0
97497,-1.0
97499,-2.0
97509,-3.0
97512,-4.0
97518,-1.0
97529,-2.0
97531,-2.0
97532,-2.0
97533,-1.0
97536,-4.0
97543,-3.0
97544,-3.0
97553,-1.0
97559,-1.0
97560,-5.0
97562,-4.0
97564,-4.0
97566,-2.0
97572,-1.0
97574,-1.0
97575,-5.0
97576,-5.0
97580,-4.0
97583,-2.0
97586,-3.0
97599,-2.0
97603,-2.0
97604,-2.0
97606,-16.0
97615,-2.0
97623,-2.0
97628,-1.0
97632,-3.0
97636,-5.0
97637,-2.0
97644,-4.0
97646,-3.0
97649,-2.0
97651,-16.0
97653,-5.0
97664,-4.0
97688,-5.0
97693,-3.0
97697,-1.0
97710,-5.0
97711,-2.0
97748,-2.0
97751,-1.0
97759,-2.0
97760,-1.0
97762,-3.0
97766,-2.0
97768,-1.0
97771,-3.0
97779,-3.0
97781,-1.0
97783,-8.0
97789,-6.0
97822,-6.0
97829,-7.0
97830,-2.0
97834,-2.0
97836,-1.0
97846,-3.0
97852,-3.0
97853,-1.0
97857,-1.0
97858,-2.0
97864,-4.0
97890,-1.0
97892,-3.0
97893,-3.0
97896,-4.0
97906,-1.0
97914,-2.0
97931,-4.0
97938,-2.0
97946,-8.0
97947,-1.0
97949,-2.0
97952,-2.0
97954,-5.0
97967,-3.0
97976,-2.0
97986,-5.0
97991,-1.0
97995,-1.0
98007,-1.0
98008,-4.0
98018,-1.0
98026,-3.0
98035,-3.0
98039,-1.0
98043,-3.0
98049,-2.0
98053,-3.0
98056,-5.0
98062,-4.0
98069,-2.0
98071,-1.0
98082,-4.0
98103,-1.0
98106,-5.0
98109,-2.0
98112,-6.0
98114,-3.0
98115,-3.0
98125,-6.0
